customer_age,annual_income,spending_score,purchase_frequency,website_visits,time_on_app,discount_usage,days_since_last_purchase,loyalty_points,social_media_engagement,preferred_payment_mode,city_tier
63,59347.21,91,7,68,35.02,,28,8671,9.4,Credit Card,Tier3
47,71772.31,80,4,33,35.51,68.04,75,6077,3.51,UPI,Tier3
55,110500.97,65,4,72,45.93,27.84,23,5769,2.11,Cash,Tier1
55,34248.28,59,10,57,47.35,20.4,94,3615,7.98,Cash,Tier1
62,91456.68,10,4,61,41.88,39.16,47,4618,7.4,Credit Card,Tier1
68,68958.12,7,7,55,30.67,18.64,79,4625,4.32,Debit Card,Tier1
25,83432.27,74,9,39,49.06,50.69,23,7312,4.58,Credit Card,Tier2
44,62756.12,76,6,41,14.05,7.42,54,6215,7.32,Credit Card,Tier2
44,46466.48,81,9,24,42.9,79.01,56,7291,1.21,Cash,Tier2
51,,12,12,51,30.25,74.51,78,8330,9.57,Debit Card,Tier3
38,79397.48,79,8,66,44.44,18.99,17,6118,9.35,Credit Card,Tier1
47,86385.25,46,6,36,47.29,72.28,58,6994,4.59,Credit Card,Tier1
50,64707.3,32,10,28,59.2,39.87,110,7374,7.71,UPI,Tier1
45,51803.92,32,9,64,25.55,47.77,103,9908,6.1,Credit Card,Tier2
64,30706.69,90,11,27,47.3,37.64,63,9112,7.33,Cash,Tier1
50,83026.21,78,10,43,50.05,91.05,15,6379,9.17,UPI,Tier2
22,74325.57,90,9,73,45.48,65.88,74,7198,4.87,Credit Card,Tier3
65,43752.78,61,7,53,50.48,31.18,64,7661,4.88,UPI,Tier1
36,53151.38,69,7,19,34.82,76.91,96,2632,8.55,Cash,Tier3
21,218925.24,61,50,19,64.92,36.42,23,685,1.21,Debit Card,Tier2
52,32374.34,46,8,29,36.83,6.98,102,4637,3.3,UPI,Tier3
66,47010.99,68,5,63,58.85,33.93,43,3863,2.26,Cash,Tier2
34,40055.73,92,5,37,45.63,3.35,76,6979,9.08,Cash,Tier2
61,55925.46,55,7,17,42.77,12.11,9,842,6.08,Cash,Tier3
45,48748.66,1,7,69,32.95,4.66,44,4749,1.36,UPI,Tier1
47,29205.89,77,6,57,56.12,38.76,60,9458,4.75,Debit Card,Tier1
46,109496.99,67,11,18,39.94,97.82,27,3612,8.43,Cash,Tier1
63,92555.9,49,10,13,78.44,86.97,85,6176,1.84,UPI,Tier1
23,47861.57,25,7,69,14.35,83.5,62,3162,3.66,Cash,Tier1
52,,16,12,68,82.79,0.45,44,5803,9.05,Debit Card,Tier2
58,74184.23,85,7,57,39.51,27.95,117,8714,1.58,Debit Card,Tier3
54,91203.89,13,8,35,48.02,20.64,46,7205,9.97,Debit Card,Tier3
41,46990.69,52,9,34,53.87,79.94,89,4918,3.79,Debit Card,Tier2
46,89026.35,36,5,5,80.25,3.9,74,2866,1.34,Cash,Tier3
66,52946.08,72,10,47,34.47,74.6,14,523,2.42,Debit Card,Tier2
63,35611.03,44,9,14,61.1,59.81,13,6392,6.77,Credit Card,Tier1
48,80931.0,83,13,12,56.87,17.96,111,8874,2.2,UPI,Tier3
52,93396.69,47,6,44,50.93,64.63,21,9921,7.86,Credit Card,Tier1
50,121934.0,80,7,50,48.9,28.37,112,3584,4.55,Debit Card,Tier3
69,38606.04,76,6,60,54.25,15.16,44,5514,9.08,Cash,Tier1
38,80376.23,20,8,9,52.41,35.47,118,2925,1.71,Debit Card,Tier3
49,55984.37,18,12,41,42.88,92.37,3,7556,4.57,Debit Card,Tier1
40,82233.89,54,8,30,44.0,61.77,79,210,6.3,Credit Card,Tier2
50,32649.23,12,14,53,53.83,56.07,6,571,8.61,Credit Card,Tier1
20,37219.06,25,4,35,44.43,73.07,4,8853,5.82,Debit Card,Tier1
35,47930.75,60,5,13,43.63,41.95,79,353,7.76,Credit Card,Tier3
42,66737.21,75,8,13,,57.55,72,7721,6.65,Credit Card,Tier3
59,50896.21,86,8,45,77.68,25.26,16,8504,3.61,UPI,Tier3
48,79499.2,34,11,47,,47.81,64,5895,4.63,Credit Card,Tier3
20,87591.68,13,12,44,63.72,77.43,97,2154,8.59,Cash,Tier3
57,78190.71,38,11,68,39.34,72.55,75,7964,1.97,Credit Card,Tier2
63,100613.33,12,6,62,51.95,80.33,16,5637,9.71,Credit Card,Tier3
41,74148.19,36,8,7,54.68,58.71,19,8059,6.67,UPI,Tier2
67,38228.27,28,8,15,47.11,84.41,83,5873,4.79,UPI,Tier2
49,94994.28,91,10,14,42.16,11.44,48,1633,8.8,Cash,Tier3
64,51686.56,39,8,52,16.65,92.23,3,1536,6.15,Credit Card,Tier1
39,85029.21,77,6,70,46.37,12.63,13,5616,7.27,Cash,Tier3
40,99622.15,43,9,13,25.06,65.48,41,8265,1.91,Credit Card,Tier2
19,75047.14,91,7,17,38.97,62.5,7,8754,8.46,UPI,Tier3
44,32084.51,31,6,26,42.14,72.55,58,4835,9.23,Cash,Tier3
59,44799.33,2,8,66,58.31,28.53,5,8722,1.79,Debit Card,Tier3
19,94100.38,82,5,25,41.93,65.78,7,2861,3.03,UPI,Tier1
43,61279.3,90,8,72,51.89,5.26,42,2798,4.67,Debit Card,Tier3
34,66750.62,42,9,49,57.67,34.89,49,2395,5.59,Cash,Tier2
57,81694.14,31,10,68,42.34,68.19,79,1241,9.15,UPI,Tier1
50,80319.1,61,7,75,46.72,45.45,28,2770,9.99,Cash,Tier3
26,71133.6,56,9,67,37.36,99.68,15,1140,7.71,Credit Card,Tier3
60,60409.3,86,6,5,83.52,48.49,65,9557,7.67,Credit Card,Tier3
65,58121.29,83,6,74,33.48,67.34,19,4312,8.04,Credit Card,Tier3
56,83873.77,14,11,13,65.44,79.72,95,1006,2.49,Cash,Tier1
46,77178.53,14,9,50,34.2,87.65,100,5165,4.74,Debit Card,Tier3
59,59339.4,29,6,78,56.2,57.55,97,4219,7.9,Debit Card,Tier1
43,88806.47,81,7,15,59.47,75.54,45,8688,9.13,Cash,Tier1
52,62161.25,50,11,18,33.61,84.93,77,8005,9.35,UPI,Tier3
67,46263.43,50,6,34,50.16,15.12,77,4210,1.01,Debit Card,Tier3
42,48302.64,63,10,65,45.67,25.24,111,7238,9.31,Credit Card,Tier3
41,43467.7,73,11,16,50.42,2.29,9,2291,9.53,Debit Card,Tier1
30,59006.98,65,8,59,,63.63,102,4382,1.02,Credit Card,Tier1
24,92141.93,68,6,21,59.68,57.87,104,2578,1.11,UPI,Tier2
53,47287.91,71,11,46,48.6,83.27,72,5188,3.43,Debit Card,Tier1
62,69146.47,11,5,42,35.3,46.51,93,7489,1.52,Cash,Tier1
37,50552.83,14,7,12,48.64,59.16,113,7214,6.58,Credit Card,Tier2
18,59273.2,83,13,49,48.92,82.85,70,3474,5.01,Credit Card,Tier2
25,31779.09,3,11,53,63.76,3.94,85,1344,3.11,Credit Card,Tier3
63,60148.16,8,11,75,59.6,10.75,10,5091,8.12,Cash,Tier2
33,60738.48,93,7,16,13.51,30.38,104,5877,2.55,UPI,Tier3
31,76886.33,43,5,28,25.83,23.27,86,7804,7.9,Debit Card,Tier3
29,69912.18,9,5,49,30.12,17.38,37,7270,9.76,Cash,Tier1
68,38635.37,19,7,66,36.22,2.84,63,8322,6.23,Debit Card,Tier3
40,88852.36,12,6,31,38.08,98.39,51,6068,8.43,Debit Card,Tier2
32,69626.67,27,9,5,44.96,67.17,8,6018,1.89,Credit Card,Tier3
45,69364.66,58,9,68,,67.19,6,9727,3.74,UPI,Tier3
51,64797.99,25,4,15,46.43,72.7,112,7651,7.21,Debit Card,Tier2
19,53609.34,45,8,49,45.61,95.05,108,6428,7.3,Debit Card,Tier2
49,69791.65,48,6,16,28.09,47.4,92,9785,2.05,UPI,Tier1
40,75462.95,50,9,74,27.64,66.58,85,6559,9.25,Cash,Tier2
39,26568.29,81,6,5,58.21,88.4,55,4863,9.55,UPI,Tier2
68,53147.26,44,8,13,60.28,45.88,90,6847,1.29,Cash,Tier2
42,59391.17,59,7,25,44.49,56.94,63,7712,8.3,Debit Card,Tier1
39,70635.75,33,17,48,36.05,21.17,20,6503,2.24,Cash,Tier2
39,91252.84,78,5,5,42.57,55.53,32,9301,2.1,Debit Card,Tier1
66,48021.7,28,5,27,,64.74,113,8805,7.3,Debit Card,Tier2
69,54044.84,18,7,23,25.47,11.71,96,8419,1.73,Credit Card,Tier1
59,53724.25,55,14,38,13.44,53.76,59,889,5.03,Debit Card,Tier3
23,47366.39,33,10,78,54.85,19.41,3,9242,4.46,Credit Card,Tier3
32,57361.9,15,11,68,47.23,75.1,97,2682,7.11,UPI,Tier3
60,,61,12,12,45.07,89.27,37,3095,8.17,Debit Card,Tier1
54,41815.62,11,16,78,60.45,99.44,81,3871,2.9,Credit Card,Tier2
50,74411.92,36,6,47,64.59,3.42,76,2088,2.66,Credit Card,Tier3
25,27558.15,15,7,18,25.34,55.11,48,9663,9.16,Credit Card,Tier1
61,52650.56,53,5,12,48.44,57.54,80,5648,1.05,Credit Card,Tier2
61,57751.24,62,8,71,63.64,87.9,47,6723,6.05,Debit Card,Tier3
22,101846.91,48,11,6,73.07,56.93,118,1456,6.34,Debit Card,Tier2
56,58954.35,94,3,9,35.21,11.27,16,6657,8.37,Credit Card,Tier3
21,16572.64,15,9,78,61.26,67.98,45,568,2.96,UPI,Tier2
23,21024.44,63,7,37,54.96,37.78,11,7023,9.54,Credit Card,Tier2
62,65748.65,87,10,52,14.67,0.76,72,4002,1.62,Debit Card,Tier3
49,78502.96,43,11,19,61.59,90.99,116,6675,3.73,Credit Card,Tier2
69,73260.03,50,10,10,24.66,48.71,18,4692,3.21,UPI,Tier2
47,68686.54,60,11,16,55.89,76.78,58,6061,2.95,UPI,Tier2
64,90569.71,59,5,77,61.01,79.85,54,8982,2.5,UPI,Tier3
52,53128.99,15,8,74,17.51,54.25,63,126,2.67,Cash,Tier2
57,84688.03,29,11,65,53.86,56.2,11,9896,7.97,Cash,Tier1
69,29095.67,75,10,34,66.42,20.03,88,3438,9.69,Debit Card,Tier2
33,45091.15,82,7,38,51.61,62.21,115,2002,7.95,UPI,Tier1
30,25245.09,40,15,20,42.07,1.04,113,2867,3.25,Debit Card,Tier2
67,58953.4,31,4,51,27.31,5.24,92,9581,3.25,UPI,Tier1
59,63982.25,73,8,15,,78.37,31,9340,7.59,Cash,Tier1
47,67510.23,86,8,26,61.06,27.57,119,8681,3.97,Cash,Tier1
36,66361.43,11,7,6,45.59,,97,6220,8.19,Debit Card,Tier1
34,44593.83,81,8,5,18.66,82.72,34,1838,1.13,Debit Card,Tier2
36,60814.7,97,10,41,49.74,57.35,96,5879,4.38,Debit Card,Tier1
45,32056.17,62,4,35,25.38,69.78,119,4338,4.46,Credit Card,Tier3
43,94991.04,75,7,9,56.07,37.8,46,9319,3.96,Debit Card,Tier2
54,58320.23,8,12,70,44.51,98.93,57,1703,7.46,Cash,Tier2
43,54244.51,51,11,64,51.4,42.9,43,8631,7.07,Cash,Tier3
40,,57,8,55,59.87,83.65,51,2254,9.96,Cash,Tier1
26,37670.58,4,12,26,35.32,31.9,102,5205,6.52,Debit Card,Tier2
29,40237.08,36,5,60,33.63,77.16,84,4208,8.51,UPI,Tier3
18,40883.15,19,5,34,55.84,9.61,103,8403,3.15,Cash,Tier2
18,63506.83,24,8,66,71.37,99.6,28,6380,6.87,UPI,Tier3
64,74495.9,41,4,50,17.28,82.14,113,9599,5.35,Cash,Tier3
51,81272.86,49,10,39,35.84,,32,3026,8.69,Cash,Tier3
49,121583.9,82,12,37,52.25,29.02,37,7789,8.93,UPI,Tier3
65,15512.49,97,10,37,53.05,33.3,21,8118,3.29,Cash,Tier1
42,78392.18,46,13,77,49.32,39.53,39,5031,1.54,Debit Card,Tier1
57,52743.13,36,10,63,50.17,34.06,96,1139,5.85,Credit Card,Tier3
62,52098.87,10,6,30,15.35,16.57,79,3172,4.03,Credit Card,Tier2
18,,78,6,6,47.14,89.58,26,6165,7.4,Cash,Tier3
33,45007.07,7,8,48,55.68,32.1,7,2289,1.05,UPI,Tier2
56,102059.55,12,4,24,42.13,36.58,24,5557,7.2,Cash,Tier1
22,83530.54,86,13,9,21.19,35.12,44,5009,5.85,Debit Card,Tier1
39,65510.31,91,8,29,40.33,70.41,99,8982,3.91,Debit Card,Tier1
46,94722.35,48,5,22,18.76,13.07,63,9831,6.16,Cash,Tier2
20,31724.36,37,6,60,56.99,23.75,92,3748,9.41,Debit Card,Tier3
29,35724.49,75,8,7,,28.43,34,6558,8.97,Cash,Tier2
43,17084.71,36,6,54,40.44,66.0,95,5335,8.86,UPI,Tier3
33,49612.88,60,15,23,58.87,49.19,96,6766,3.13,Cash,Tier1
68,68557.37,77,11,34,52.62,6.28,56,5174,4.63,Cash,Tier3
54,67262.89,96,9,77,35.47,96.82,30,6954,1.65,Cash,Tier2
39,,8,12,68,56.47,10.65,20,8480,2.17,UPI,Tier1
46,33956.75,7,6,57,51.86,51.48,113,7167,3.13,Cash,Tier3
31,82669.4,43,12,6,51.58,19.14,82,1093,8.95,UPI,Tier3
45,70271.81,58,6,50,14.67,57.51,82,479,2.08,Credit Card,Tier2
22,81127.19,81,8,11,49.4,56.38,54,2702,4.16,Credit Card,Tier1
64,23359.23,86,7,74,43.22,59.98,23,6999,1.27,Debit Card,Tier1
66,71852.8,46,5,69,,96.63,25,964,3.36,Credit Card,Tier3
47,38869.16,34,15,50,50.83,56.95,19,2105,8.18,UPI,Tier3
63,56258.89,84,3,46,36.18,30.56,27,278,9.33,Credit Card,Tier3
69,76756.03,72,7,33,61.77,3.65,61,8999,4.72,Debit Card,Tier1
22,67004.06,22,5,73,5.27,43.16,13,2504,3.52,UPI,Tier1
29,46266.12,91,5,5,43.96,82.89,91,4646,6.17,Credit Card,Tier3
33,65138.01,98,7,79,42.43,,85,4652,1.25,Credit Card,Tier2
43,31306.22,21,4,35,38.53,88.45,89,1756,4.0,UPI,Tier3
43,90305.88,15,11,24,23.93,40.22,87,2038,8.07,Credit Card,Tier1
65,60483.75,5,6,77,43.76,49.34,86,2082,1.18,Debit Card,Tier3
38,89608.1,17,4,9,42.99,52.3,40,1632,3.48,Cash,Tier1
56,53416.3,72,9,46,36.66,67.16,22,2850,2.75,Debit Card,Tier1
53,53481.33,19,6,79,31.94,36.11,7,8059,4.17,Credit Card,Tier3
50,48187.89,5,3,59,53.7,64.99,109,4236,1.65,Debit Card,Tier2
47,84275.83,23,7,36,44.64,2.37,49,169,4.84,Credit Card,Tier1
54,49392.51,83,6,53,54.39,11.06,16,1179,5.23,UPI,Tier2
40,79181.1,14,3,43,44.84,91.01,53,3236,1.87,Debit Card,Tier2
27,,10,9,9,34.85,40.18,72,3523,8.39,Debit Card,Tier2
22,21528.81,31,10,9,43.03,5.02,15,5069,7.55,Cash,Tier3
53,52453.09,13,10,8,37.52,11.01,22,640,3.36,Cash,Tier3
51,39059.62,22,8,45,25.71,24.94,85,5030,2.3,Cash,Tier2
69,65745.86,37,9,56,52.27,3.71,95,4210,9.98,Cash,Tier2
48,38811.03,39,5,9,46.34,63.93,56,9394,1.24,Credit Card,Tier2
27,85371.45,10,3,10,62.71,49.32,35,628,5.67,UPI,Tier3
36,62996.33,31,12,42,40.19,87.54,25,2891,7.62,Credit Card,Tier3
49,61092.89,43,5,55,29.5,70.47,91,5395,9.44,Credit Card,Tier3
18,79429.63,99,12,12,36.19,19.8,10,318,5.7,Debit Card,Tier3
22,86205.95,77,8,77,60.17,18.3,94,7881,6.19,Credit Card,Tier3
62,64557.83,94,3,10,22.21,73.7,22,5538,9.02,Credit Card,Tier3
21,48033.59,98,6,49,26.19,42.13,44,4721,4.67,Cash,Tier3
33,25972.67,36,14,33,77.34,,92,5027,4.36,Cash,Tier3
41,49906.91,35,12,31,28.89,93.58,43,7238,9.02,UPI,Tier3
33,51421.33,68,9,73,56.57,3.36,36,9915,7.54,Credit Card,Tier1
19,67355.26,55,11,10,47.97,77.47,63,5250,7.0,Credit Card,Tier2
66,57406.77,68,9,30,34.18,20.38,106,8844,2.47,UPI,Tier3
45,80134.53,47,9,52,45.57,79.98,52,6108,4.84,Debit Card,Tier2
49,51514.37,6,14,75,27.86,54.91,89,7316,4.58,Cash,Tier1
44,,28,5,44,41.91,34.91,105,3306,9.23,Debit Card,Tier3
37,91047.72,30,5,8,43.95,51.99,37,9371,1.43,Cash,Tier2
41,72520.15,27,9,77,60.75,34.6,32,7629,9.86,UPI,Tier3
29,63679.17,69,9,66,43.42,3.46,30,7551,9.22,Cash,Tier2
67,51757.22,39,6,52,50.27,57.6,62,6065,6.73,UPI,Tier1
52,51068.91,35,12,55,53.88,61.74,50,5681,4.83,Credit Card,Tier1
50,46286.51,44,5,18,12.87,34.56,53,7437,7.93,Debit Card,Tier2
50,53097.85,15,9,53,40.66,3.01,42,9549,8.51,UPI,Tier1
68,81624.65,83,7,22,47.53,28.23,30,3572,2.56,Credit Card,Tier1
60,60118.46,94,13,18,57.29,91.51,98,465,8.88,Cash,Tier1
54,35304.99,32,10,6,45.24,9.61,9,6645,2.32,Debit Card,Tier2
29,103899.72,29,12,6,26.33,15.88,2,8292,4.65,Cash,Tier3
20,288156.92,63,75,76,66.97,87.24,81,8991,2.83,Cash,Tier3
18,34047.25,6,8,67,50.11,27.69,117,748,5.86,Debit Card,Tier1
50,221117.28,90,35,6,39.04,23.68,82,7505,9.38,Cash,Tier3
57,67439.5,27,6,5,47.2,28.24,6,6667,4.1,UPI,Tier2
27,102501.03,99,6,25,12.66,88.61,75,4455,8.36,UPI,Tier1
60,40621.53,28,5,26,26.04,16.85,80,5999,5.61,Debit Card,Tier2
61,86472.9,5,11,78,45.42,69.47,64,1602,8.33,Credit Card,Tier3
46,95788.7,41,13,63,44.98,86.82,84,573,9.1,Credit Card,Tier3
30,51169.61,56,7,23,40.76,98.65,107,7299,4.91,UPI,Tier1
29,58894.7,54,11,26,54.29,97.57,106,3336,4.56,Cash,Tier1
48,42201.2,80,9,73,43.05,89.21,85,4532,2.91,Debit Card,Tier1
63,60523.85,18,6,26,,34.72,90,4342,9.02,Debit Card,Tier1
19,64195.02,77,10,17,,71.6,8,9073,7.7,Cash,Tier3
68,79512.3,43,8,7,56.78,14.3,107,4391,5.15,Cash,Tier1
67,88984.04,89,5,61,46.28,68.85,39,7399,4.52,UPI,Tier3
52,48541.89,74,7,19,55.76,56.28,55,1895,1.92,Credit Card,Tier3
40,21718.85,29,8,25,,97.24,100,5851,2.8,Credit Card,Tier2
34,64532.61,10,9,41,68.19,22.71,57,205,3.55,Cash,Tier3
43,71457.83,6,11,21,74.75,22.76,9,9368,8.96,Cash,Tier3
25,70487.19,80,9,29,53.07,88.64,12,7992,7.01,Cash,Tier1
46,57813.19,89,8,79,28.71,59.15,50,8324,2.66,UPI,Tier1
43,67744.55,4,7,47,59.96,66.44,5,6757,4.17,Credit Card,Tier2
27,393359.16,34,35,54,34.33,34.71,93,2279,2.69,Debit Card,Tier1
43,73398.15,83,8,19,57.61,12.09,4,6280,3.62,Cash,Tier1
51,56785.89,33,8,71,44.76,54.21,12,2487,2.4,Debit Card,Tier2
68,53995.65,4,8,34,49.11,55.15,39,5606,8.38,UPI,Tier1
58,61263.25,44,6,61,31.94,82.75,19,4324,1.52,Cash,Tier1
24,101008.28,98,5,11,40.99,88.01,82,3894,5.02,Debit Card,Tier1
21,60967.38,76,3,55,26.67,48.63,59,7354,3.57,UPI,Tier2
67,64564.52,31,7,22,33.9,23.35,57,8729,4.64,Cash,Tier1
62,54389.1,80,5,77,47.55,68.75,62,6927,9.05,UPI,Tier1
28,89177.63,66,10,58,51.88,65.31,99,3457,5.12,Debit Card,Tier1
46,108116.42,58,5,52,34.31,55.6,59,5207,4.92,Credit Card,Tier1
53,74913.49,60,11,29,41.12,49.35,47,1474,4.78,Cash,Tier1
42,66821.0,2,9,70,69.35,18.84,78,5929,2.3,Debit Card,Tier2
38,65809.22,36,7,22,44.83,39.71,101,6190,6.03,Debit Card,Tier2
53,12545.25,70,3,35,47.26,79.18,98,2600,3.53,Credit Card,Tier3
27,81393.32,60,9,24,64.0,52.35,67,7227,6.51,Debit Card,Tier3
54,67951.66,23,12,62,44.77,41.22,116,4551,6.96,Credit Card,Tier1
26,74423.53,47,9,35,47.4,,47,9485,8.33,Debit Card,Tier3
41,49347.83,46,8,17,41.54,90.52,23,2894,7.34,UPI,Tier1
52,56541.95,80,11,78,38.12,63.93,13,2237,6.54,Credit Card,Tier3
66,55957.45,44,5,58,62.93,31.32,97,6003,7.93,Credit Card,Tier1
52,87475.71,19,5,24,67.27,18.12,9,8621,6.95,UPI,Tier2
65,56667.28,49,7,26,56.3,77.01,46,7919,4.09,Cash,Tier1
53,110818.53,88,8,64,40.12,69.81,115,4943,2.02,Debit Card,Tier2
35,74478.97,58,7,34,31.62,49.46,39,8448,7.78,Cash,Tier2
66,36934.98,91,8,7,,58.4,54,3604,2.95,UPI,Tier1
56,62171.98,7,9,7,3.23,32.43,83,9749,8.76,Debit Card,Tier1
49,50663.15,94,7,24,54.43,22.28,61,1711,7.29,UPI,Tier3
41,16723.59,41,8,29,78.04,12.36,83,7921,5.03,Debit Card,Tier2
40,100188.36,78,8,41,41.53,,83,8763,9.67,Cash,Tier1
49,80469.14,15,12,21,47.02,17.34,41,3659,7.76,Credit Card,Tier1
54,76730.56,76,8,52,52.3,47.98,74,7906,5.34,UPI,Tier2
29,68638.88,53,8,31,39.58,97.88,9,6097,3.7,Credit Card,Tier2
66,34595.61,93,8,29,59.23,45.94,47,2338,3.38,UPI,Tier1
30,54360.42,23,12,36,27.58,0.25,58,2841,3.35,Credit Card,Tier1
40,83519.18,77,8,72,,91.59,90,140,5.15,Cash,Tier3
42,41873.16,73,11,69,,40.08,110,1043,2.72,Credit Card,Tier1
52,10000.0,88,11,68,37.89,11.32,26,7007,7.43,Credit Card,Tier2
58,60003.67,94,3,29,38.06,44.3,111,3409,8.51,Cash,Tier1
47,61881.33,65,15,22,56.94,71.71,63,2083,1.72,UPI,Tier3
34,67982.4,60,9,45,29.2,33.2,38,5998,7.7,UPI,Tier2
66,81027.41,10,9,45,54.8,59.98,2,3368,5.56,UPI,Tier1
37,79027.33,58,6,6,31.54,13.31,4,4522,1.73,Cash,Tier3
65,70692.94,47,9,9,15.63,,106,3983,3.73,Credit Card,Tier3
42,91301.69,15,8,30,69.41,53.09,119,6704,8.96,Credit Card,Tier1
39,31582.66,9,8,34,,1.0,62,799,7.45,Debit Card,Tier1
30,76100.8,13,7,29,26.33,70.42,54,916,4.59,Debit Card,Tier3
36,78783.84,23,10,64,53.3,59.47,32,3597,7.41,Credit Card,Tier2
66,37729.63,33,9,57,32.87,3.38,6,7499,3.35,Debit Card,Tier3
53,,9,8,34,73.37,6.72,56,2546,2.66,Debit Card,Tier2
29,48589.27,3,10,55,43.82,19.4,47,2073,9.27,Credit Card,Tier1
58,50446.09,94,5,70,,14.57,74,7845,3.96,UPI,Tier1
36,81575.23,73,3,63,62.12,57.82,22,8756,2.91,Cash,Tier2
29,51480.15,25,8,52,43.39,40.42,87,4568,6.43,Credit Card,Tier3
26,46160.33,88,8,48,32.08,11.25,23,475,8.93,Cash,Tier3
24,51544.06,96,5,53,20.13,0.13,7,7243,7.83,Cash,Tier3
45,89609.91,71,9,35,80.61,44.36,17,8109,4.97,Debit Card,Tier2
31,261147.8,36,35,10,65.21,,58,4311,6.72,Debit Card,Tier2
48,61056.48,89,12,33,39.93,27.57,59,7718,2.82,Credit Card,Tier3
69,,20,9,8,34.26,18.96,16,1148,5.59,Debit Card,Tier2
36,93425.33,81,9,18,45.67,69.43,32,6765,8.55,UPI,Tier1
64,194072.88,54,25,20,,,39,4079,9.4,Debit Card,Tier3
33,93941.18,90,12,26,35.53,10.93,94,9975,7.59,UPI,Tier2
22,69630.92,19,6,17,48.29,16.27,113,1148,4.53,UPI,Tier2
52,61470.77,60,14,5,43.37,61.22,58,5363,3.4,Debit Card,Tier2
29,120019.81,37,7,57,38.72,35.87,45,6859,3.89,Cash,Tier3
42,41775.93,3,6,27,19.64,10.06,92,9263,7.75,Debit Card,Tier3
69,57218.91,92,9,69,37.91,60.06,30,2059,2.74,Debit Card,Tier2
38,37886.51,86,12,37,58.3,66.7,69,6574,4.62,Credit Card,Tier1
53,85954.16,19,5,48,24.7,66.65,28,2065,9.68,Cash,Tier2
40,102162.16,53,8,25,25.83,44.5,119,4946,9.26,Cash,Tier3
33,101738.3,46,8,28,,91.11,119,385,9.28,Debit Card,Tier3
56,91926.87,80,4,31,30.26,40.68,98,695,1.49,Cash,Tier2
62,60652.35,56,7,24,40.14,32.2,104,7076,9.41,UPI,Tier2
59,56964.7,70,10,56,48.93,39.65,33,8597,2.68,Credit Card,Tier3
56,28234.27,31,11,58,37.1,73.88,35,7407,7.78,Credit Card,Tier1
31,,53,7,13,40.62,59.46,19,7804,2.72,Cash,Tier3
48,75317.52,34,14,67,58.61,32.97,63,7974,4.5,Cash,Tier3
22,54176.95,31,6,33,41.62,51.5,60,8097,4.72,Cash,Tier2
52,94217.25,60,4,46,48.63,,32,4726,5.51,Debit Card,Tier1
40,43599.18,11,10,63,37.62,97.21,111,6585,9.03,UPI,Tier2
46,73945.68,6,3,38,37.55,52.22,24,3894,6.72,Debit Card,Tier1
60,61202.16,27,8,35,39.68,14.64,95,2274,2.76,Debit Card,Tier2
28,,7,4,55,47.54,44.62,13,8070,4.87,Credit Card,Tier2
35,63601.38,49,11,29,49.66,24.31,19,5470,2.3,Debit Card,Tier3
64,33079.59,96,12,27,56.51,41.95,97,8751,4.05,UPI,Tier2
29,66662.68,72,5,6,27.21,,89,2406,4.82,UPI,Tier2
26,88075.01,60,5,20,26.45,35.05,2,5068,3.81,Debit Card,Tier3
27,64357.24,33,5,15,31.05,87.23,17,4968,7.95,Debit Card,Tier3
61,82052.53,47,7,19,29.96,23.91,32,7966,1.13,Cash,Tier2
34,41998.35,44,11,32,54.97,65.29,108,8037,9.4,Debit Card,Tier2
55,64422.26,79,5,15,26.67,46.57,86,385,5.71,Cash,Tier3
24,51260.77,27,9,44,53.41,97.63,38,173,8.22,Cash,Tier1
63,81433.58,94,7,56,48.24,2.35,107,6017,2.69,Cash,Tier3
30,65692.81,22,7,27,15.08,40.51,46,1451,4.16,UPI,Tier1
57,80181.62,47,5,24,66.51,53.82,94,8104,9.71,UPI,Tier1
59,88929.63,93,10,32,26.6,30.31,73,9618,5.85,Debit Card,Tier2
26,80215.61,48,11,11,56.37,95.88,99,7724,4.23,Cash,Tier1
67,71008.61,30,7,32,49.21,89.27,51,372,9.99,Credit Card,Tier2
44,43039.33,2,13,17,58.76,27.61,46,2541,7.2,Credit Card,Tier2
19,64938.71,15,12,34,24.22,20.75,45,5117,8.28,UPI,Tier2
22,53272.01,47,8,72,43.98,3.97,47,1439,2.75,Credit Card,Tier1
46,57430.59,27,6,59,39.6,16.58,26,3739,1.12,UPI,Tier3
54,56760.25,71,10,37,66.85,81.44,51,8442,9.23,Cash,Tier1
55,43441.64,27,8,45,35.8,89.0,40,9585,3.73,Debit Card,Tier1
36,,85,12,48,55.76,23.01,43,8097,7.88,Debit Card,Tier2
25,,13,10,12,39.47,65.05,23,2086,4.87,UPI,Tier2
65,69254.35,55,8,52,38.28,46.25,38,8961,8.94,Cash,Tier3
62,35340.11,17,8,53,56.05,,13,1931,3.33,UPI,Tier2
18,65345.01,75,6,57,65.79,13.8,103,6201,5.77,UPI,Tier1
39,106805.91,59,6,7,48.24,24.86,17,9638,4.29,UPI,Tier1
69,87507.24,10,8,38,,98.29,9,9807,7.17,Cash,Tier1
34,101157.91,33,5,28,22.84,52.48,45,9181,5.83,Credit Card,Tier2
24,73604.81,78,5,20,65.19,60.06,74,6390,7.63,UPI,Tier1
42,90685.22,37,4,59,30.26,65.96,86,7649,4.93,Credit Card,Tier3
